final_score,structured_score,breed_score,bert_similarity,PetID,Name,breed1_label,breed2_label,Age,age_group,gender_label,maturity_size_label,fur_length_label,Vaccinated,Dewormed,Sterilized,Health,Fee,PhotoAmt,Description
0.6873,0.5909,0.0,0.9124,8cee52ff2,Bobo,Mixed Breed,,4,puppy,female,medium,short,2,2,3,1,0,2.0,She is 4-5 months old and mixed breed. My friend gave her to us but we currently is not afford to take care of her anymore because all of have to work and no one take care of her. We are looking for someone to adopt this furkid as we hope to find her an owner who loves pet and will take a very good care of her.
0.6873,0.5909,0.0,0.9123,37e15671b,Marco,Mixed Breed,,2,puppy,male,medium,short,1,1,2,1,0,1.0,"Marco is a healthy, very cute and very sweet boy looking for a forever loving home. Since he was born we have been taking care of him, his siblings and mother. Unfortunately the time has come we have to say goodbye to him and find a good family for him. Did Marco steal your heart? Please call Bella or Helena to meet this sweet boy."
0.6873,0.5909,0.0,0.9123,0dbb0a012,,Mixed Breed,,3,puppy,male,medium,short,2,1,2,1,0,1.0,"We have managed to get 5 puppies adopted and are now left with two male pups. They are 3+ months now, healthy and happy fellas. We are looking for good homes for the two brothers."
0.6873,0.5909,0.0,0.9123,c58ad77c4,Niki,Mixed Breed,,5,puppy,female,medium,short,1,1,1,1,0,2.0,"Niki still available for adoption! She's almost 3 months old with cute big black eyes. She's a beauty, super friendly, very healthy and active princess. Playful, entertaining and a total cuddlebug, this sweet pup has a huge soft spot for people. She's a slow eater, we feed her three to four times a day. Rice mixed with yogurt, chicken vegetable soup, kibbles separately, milk and clean water everyday. Been potty train in the garden. If you would like to play and cuddle, happy, adorable wonderful puppy who would like nothing more than to be yours forever, please come meet Niki real soon! A home visit will be conducted before she is released to her new family, and a follow up visit a month after adoption. Terms & Conditions for Adoption 1. Kept indoors 2. Must not be kenned unnecessarily 3. Must be given good food and access to clean water 4. Must be given medical care - vaccinations and the spaying (at her right age) 5. Must be given lots of love and attention 6. Home visits will be conducted after adoption by appointment. Please Whatsapp or message my caretaker. Thank you."
0.6873,0.5909,0.0,0.9123,9718baba0,Pooch The Happy Pup,Mixed Breed,,2,puppy,male,medium,short,1,1,2,1,0,14.0,"Pooch was found by my mother being kept under very poor conditions in enclosed cement barrel with unsuitable food and no water (only cow's milk which is bad for puppies). Pooch has a bad case of mange and was initially pooping a lot of watery discharge. He was also initially very frightened. He was treated with mange medication for over a month and is now a healthy, happy and very active puppy. To know more about his story, please visit my blog here: If interested to adopt and give this happy pup a good home, please contact my mother Jocelyn at. Thank you!"
0.6873,0.5909,0.0,0.9123,9baf0d577,7 Puppies For Adoption,Mixed Breed,Mixed Breed,1,puppy,mixed,medium,short,2,2,2,1,0,3.0,"There are 7 puppies for adoption but they will be available after May as they are still small at 1 month old and nursing from their mum. There are 2 boys and 5 girls currently in addition to 2 girl puppies whom are 4-5months old now from my other pet ad. Would advise that if any of the puppies are adopted, the owner should have the puppy to be vaccinated and dewormed. I will not entertain any request for only boy puppies as it will be unfair to deprive the girl puppies of a chance to be adopted. The interested party is welcome to choose without knowing the gender. Will appreciate it you can drop me an SMS regarding your interest towards the puppies."
0.6873,0.5909,0.0,0.9123,6220663ba,Mr Potato,Mixed Breed,Husky,8,young,male,medium,medium,1,1,1,1,150,11.0,"Mr Potato is extremely handsome, super friendly, nice, goofy, funny dog. He's a good guard dog (barks loud), but cannot defend the house (he will be friends with anyone!). He's a good friend too all other dogs out there. Even if you already have 6 dogs, he can make it seven for you without much fuss/ trouble. Other dogs usually accept him happily. He is very healthy, strong, very charming, a sweetheart to all. Please adopt him. For serious adopters only.."
0.6873,0.5909,0.0,0.9123,c6d7271e8,Acha,Mixed Breed,,12,young,male,medium,medium,3,1,3,1,0,1.0,"The dog was abandoned by it's owner. He was kept as a guard dog in a carpenters workshop. He did a very good job for his owner by driving away any intruders, but his owner did not appreciate the good services he provided coz all the owner was interested in was money and not a precious life like Acha. He is a friendly fellow, with no lice or rashes on his body. I hope someone will find him a good home."
0.6873,0.5909,0.0,0.9122,97b9ee40b,Nikki (temporary Name),Mixed Breed,,12,young,female,medium,medium,3,3,3,2,0,3.0,We are students from INTI IU Nilai and we found this dog which had been abundant by her previous owner. We are looking for the one who is willing to give her a home. She is very kind and quite. Please contact me ASAP as the shelters are not accepting her.
0.6873,0.5909,0.0,0.9122,797bcabfd,[No Name],Mixed Breed,,6,puppy,female,medium,short,1,1,1,1,0,2.0,"Hi there! I was rescued from the drain a few months ago, together with my siblings and as at to date, I'm the only pup left to be adopted from the litter :-( I am 6 months old, fully vaccinated and I've been neutered. My rescuers have boarded me at a vet as they have a fierce dog at home who will not accept me. I very much hope that I will be adopted by a loving family who will take care of me as I would take care of them and their house. I feel sad that I currently do not have a family of my own. Please adopt me!"
0.6873,0.5909,0.0,0.9122,378406cf4,Molly,Mixed Breed,,6,puppy,female,medium,short,1,1,2,1,0,1.0,"Molly is about 6 months old. She is currently being taken care of by a kind lady but she has too many dogs and want to find a good home for this cute girl. If you are interested, kindly call or whatsapp me. Thanks."
0.6873,0.5909,0.0,0.9121,f6e56c908,Black Pups,Mixed Breed,,1,puppy,mixed,medium,short,2,1,2,1,0,3.0,Found on roadside factory area.Puppies looked frail without food and was taken into our home to give temporary shelter and food while awaiting for someone to kindly adopt.We are unable to look after them for too long as already have other dogs in our care.
0.6872,0.5909,0.0,0.912,86ce90970,,Mixed Breed,,2,puppy,mixed,medium,short,2,1,2,1,0,7.0,"I found 7 puppies about a month back. They are so cute and healthy and I am taking care of them. They are now of the right age for adoption. Can someone with a kind heart please give them a good home and lots of love. I'll get them vaccinated and neutered. Anyone interested,please call me. Thanks I now have only these 3 cute babies left, the rest have been adopted... I am getting worried for them as they are getting bigger and the chance for them to get adopted is getting slimmer. Please, anyone with a heart, please adopt. Thanks"
0.6872,0.5909,0.0,0.9119,d19f035bc,Chloe,Mixed Breed,,2,puppy,female,medium,short,2,2,2,1,0,2.0,I have been feeding Chloe's mum and her other sibling for the past few months. They are currently taking a shelter inside the temple behind my office. Please open your heart to adopt Chloe. She deserves to be loved and cared for. Future adopter must spay her when she is 5 months old (we will come and check).No caging or chaining is allowed. She must be allowed to run freely within the house compound. Only serious adopters will be entertained.
0.6872,0.5909,0.0,0.9119,143d10038,Sport,Miniature Pinscher,,96,senior,male,small,short,1,3,2,1,100,2.0,Sport was bought from a pet shop and is my daughter's pet. She has looked after it for the past 8 years as part of the family. Now she is reluctantly giving it up for adoption as we are going to migrate and we are concerned that Sport will not be able to handle the isolation in quarantine.
0.6872,0.5909,0.0,0.9117,e5a2e7156,Gus,Mixed Breed,,2,puppy,male,medium,short,2,1,2,1,0,4.0,"Gus is among three puppies found on a street in Ara Damansara. Currently with a fosterer but need an urgent home soon. He is chubby and adorable. Vaccination and neutering are compulsory, cost to be borne by adopter. Please call if you can give him a good home."
0.6871,0.5909,0.0,0.9117,6ea58b8ac,Liz,Mixed Breed,,2,puppy,female,medium,short,2,1,2,2,0,4.0,"Very fierce. Bark at stranger. Fast in learning. Very patient to handler. Can run fast and doesn't like stranger (good watch dog character). Love playing with kids. Love walking She was dumped by some hardhearted owner by the roadside. Within days, she got injury and minor skin problem. Now i have dewormed her and treated her skin. She is ready to go to play with you now. Please consider her. Can you please give her a good home? This is the best time to adopt (2-3 months). you can train her and she will be really loyal to you"
0.6871,0.5909,0.0,0.9116,1e115d8ff,Happy,Field Spaniel,Mixed Breed,3,puppy,male,medium,short,2,1,3,1,0,9.0,"Happy was found on the streets abandoned by his owner. He has been neutered and is tick-free. Despite of his saw fate, Happy is still very friendly and Very energetic. Happy is now looking for a Forever Home which he truly deserves. If you would like to visit Happy, We can be contacted at these Samantha"
0.6871,0.5909,0.0,0.9116,87074d17f,Boy,Mixed Breed,,12,young,male,medium,medium,3,2,2,1,0,2.0,Boy is a very friendly and good dog. I am surprised that he is a very obedient dog because not all dogs are like that. He always sleep in front of my house because my family gives it food and water. I need a good and responsible owner to take him in and take care of him. Currently I'm not able to take him in due to having 2 dogs already. I do hope you all can give him a second chance to feel loved again. He deserves it. And for the spaying I need those who can commit to do it. I cant do it because I'm still a student.
0.6871,0.5909,0.0,0.9116,2ac1366f4,Bobo,Pug,,7,puppy,female,medium,short,1,1,1,1,1,2.0,"the pug is cute , adorable,looking for lovely home for her , she is toilet trained, playful, healthy, the only thing is my kids still young i have no enough time to take good care for the dog."
0.6871,0.5909,0.0,0.9116,c71d630d8,Watch My Video,Mixed Breed,,3,puppy,female,medium,short,2,2,2,1,0,5.0,"Cute, active and playful puppy for adoption. Light brown, mixed breed, female, about 2-3 months (just starting to teeth). She has not been vaccinated. My brother and i rescued her from Jalan Chan Sau Lin 2 on 9/9/08. She was in a real bad condition when we found her, after a week of care and food she is ready for a loving home. I am giving her away because we do not have the time or we will have to send her to SPCA I have include a video link, you can see she is a healthy and active puppy www.youtube.com/watch?v=UJaAmAyZMaE If you are interested in giving this puppy a loving home, please call me at, Location: KL"
0.6871,0.5909,0.0,0.9115,c4bc89962,Ang Ang,Mixed Breed,,2,puppy,male,medium,short,3,3,2,1,0,6.0,It is my home away dogs born. Dog mother to take care of them well. Puppy looks very healthy and cute. I hope that you will give them a home.
